Component_ID,Component_Type,Vibration,Temperature,Pressure,Operating_Hours,Remaining_Useful_Life,Machine_ID,Timestamp,Last_Service_Date
CMP0198,Engine,3.8079451083843114,89.81061305381726,201.94970131688092,4317,199,M007,2025-09-06 20:44:09,2024-12-15 20:44:09
CMP0199,Engine,2.9675147455892454,80.50603619270886,57.44666930408619,1008,669,M001,2025-06-01 15:36:53,2025-03-21 15:36:53
CMP0200,Engine,3.6038495874884084,94.87793735282321,119.78726434401631,430,568,M009,2025-08-13 03:36:34,2025-07-09 03:36:34
CMP0201,Engine,1.178090974476168,53.29624931064129,228.59504816432323,4269,326,M015,2025-01-30 12:50:20,2024-01-31 12:50:20
CMP0202,Engine,2.6437925944903693,58.348216442723235,136.03246623321044,1622,611,M016,2025-09-13 20:16:33,2025-05-29 20:16:33
CMP0203,Hydraulic Cylinder,2.0112255943114024,69.39950981886211,180.1626917657337,3844,313,M008,2025-07-08 16:42:21,2024-10-03 16:42:21
CMP0204,Hydraulic Cylinder,2.9689165240366813,69.02574127898038,218.84142494397548,979,538,M012,2025-01-13 04:28:39,2024-10-30 04:28:39
CMP0205,Hydraulic Cylinder,1.0607742106163878,76.21771202570457,190.07158032528366,971,595,M006,2025-06-05 09:34:51,2025-04-02 09:34:51
CMP0206,Hydraulic Cylinder,1.6148371744060432,74.08762618526123,74.26072278220451,4431,306,M004,2025-06-11 11:06:34,2024-06-11 11:06:34
CMP0207,Engine,2.6190615106096002,67.13825295172107,50.1134104545044,237,836,M005,2025-03-08 05:45:55,2025-02-22 05:45:55
CMP0208,Engine,1.431216521933384,82.56114856404393,257.01705563104923,3494,419,M016,2025-02-01 11:02:50,2024-05-23 11:02:50
CMP0209,Gear,2.8004843390000933,100.0,141.43963056730522,3949,50,M014,2025-03-03 01:24:28,2024-06-08 01:24:28
CMP0210,Hydraulic Cylinder,4.049285073899368,46.63629747260645,225.84054449151822,2399,393,M004,2025-04-26 13:31:30,2024-09-09 13:31:30
CMP0211,Gear,1.0384753600536039,52.12113352988082,217.1898558125718,2424,375,M013,2025-01-18 04:52:49,2024-07-07 04:52:49
CMP0212,Hydraulic Cylinder,2.341235820944502,70.07015228960324,206.570230238456,15,655,M019,2025-04-12 23:59:28,2025-04-10 23:59:28
CMP0213,Gear,5.0,54.03555673066983,300.0,654,318,M001,2025-02-12 14:17:35,2024-12-22 14:17:35
CMP0214,Gear,3.107686236984058,75.84907829492386,289.82008626807004,1220,372,M005,2025-05-06 19:47:41,2024-12-05 19:47:41
CMP0215,Gear,5.0,59.710596697031306,166.8610283812098,3412,50,M015,2025-07-11 22:23:51,2024-08-05 22:23:51
CMP0216,Engine,0.2211951682536467,83.86131642796984,196.77735156676954,368,746,M018,2025-07-20 03:29:37,2025-07-02 03:29:37
CMP0217,Hydraulic Cylinder,2.662132671648084,67.50272984482103,134.5986695404465,1162,610,M012,2025-06-03 23:40:25,2025-03-08 23:40:25
CMP0218,Gear,0.5908983206945141,87.4890453002254,84.32780873956956,2181,447,M010,2025-09-03 14:36:12,2025-04-09 14:36:12
CMP0219,Hydraulic Cylinder,3.7796864098014082,65.07109900462599,133.3824269506224,3967,152,M007,2025-02-08 11:00:55,2024-04-23 11:00:55
CMP0220,Hydraulic Cylinder,3.293055547898353,83.38741471805326,159.8984335741848,4233,91,M010,2025-01-17 23:47:20,2024-01-18 23:47:20
CMP0221,Hydraulic Cylinder,5.0,90.72201842014238,240.3816180573971,837,423,M008,2025-08-16 03:14:56,2025-06-21 03:14:56
CMP0222,Engine,3.488301781408227,75.94501399813518,174.24775591373879,3944,252,M003,2025-07-04 13:54:29,2024-07-04 13:54:29
CMP0223,Engine,2.35833114651708,91.2055276940256,264.2105818591606,4577,146,M010,2025-04-06 17:07:41,2024-05-07 17:07:41
CMP0224,Engine,0.8964135800090858,69.55038271070309,147.82912007089243,3597,484,M015,2025-06-12 11:34:07,2024-07-26 11:34:07
CMP0225,Engine,3.0096394298718145,80.00885185407269,92.55996708174622,2462,541,M001,2025-05-18 03:54:17,2024-12-27 03:54:17
CMP0226,Engine,1.72176703869112,97.07048023962233,124.53418577749157,4201,294,M015,2025-01-20 05:46:46,2024-01-21 05:46:46
CMP0227,Engine,1.2798715210041582,97.56763699659341,117.08327397007396,3445,383,M013,2025-04-29 17:36:55,2024-04-29 17:36:55
CMP0228,Hydraulic Cylinder,1.0033921073998482,74.28307827975328,132.8027055503036,65,851,M004,2025-09-10 13:09:07,2025-09-06 13:09:07
CMP0229,Gear,5.0,55.18601642125223,185.9091797804909,3790,66,M005,2025-01-27 10:53:46,2024-01-28 10:53:46
CMP0230,Gear,2.4604003438766786,66.47975283735397,261.3105073331094,825,406,M008,2025-05-04 16:27:55,2025-02-06 16:27:55
CMP0231,Engine,3.7565569067795845,80.6686387497856,221.31653394987558,2315,354,M009,2025-03-11 22:13:14,2024-06-08 22:13:14
CMP0232,Engine,1.5001957272362265,85.93269174834653,115.95039266229394,1791,672,M012,2025-04-04 21:28:11,2024-12-05 21:28:11
CMP0233,Gear,1.9904203618890486,97.24819033326725,199.37274661294353,1779,211,M004,2025-04-20 21:29:44,2024-09-06 21:29:44
CMP0234,Gear,3.6579225542430645,61.60641896659443,108.2530885246546,2922,283,M003,2025-03-31 18:10:28,2024-07-20 18:10:28
CMP0235,Engine,1.7190942425606666,90.80843407972924,96.56998670844649,2064,483,M001,2025-07-20 11:53:36,2025-02-15 11:53:36
CMP0236,Engine,2.8946509853260887,56.76168015677714,269.21103913877295,1389,551,M007,2025-07-23 07:32:28,2025-04-29 07:32:28
CMP0237,Hydraulic Cylinder,3.0949296226040968,73.48482457607714,164.1697404625155,2172,459,M003,2025-02-16 11:28:16,2024-08-30 11:28:16
CMP0238,Hydraulic Cylinder,4.234401314326572,61.84625596428704,125.54713990145109,4500,111,M010,2025-04-12 09:49:55,2024-07-03 09:49:55
CMP0239,Gear,4.719083461662262,69.37894540513469,225.14420477695163,4480,50,M013,2025-07-13 01:32:54,2024-10-19 01:32:54
CMP0240,Gear,4.647643950568128,60.46024730638959,300.0,4351,50,M012,2025-08-12 07:40:49,2024-12-11 07:40:49
CMP0241,Hydraulic Cylinder,2.6109120468904714,58.204061042551224,171.68641110512326,1476,540,M017,2025-08-01 10:07:53,2025-04-26 10:07:53
CMP0242,Gear,3.6808971734463833,90.81999393680437,250.81195143859696,3081,50,M002,2025-09-12 06:38:40,2024-12-14 06:38:40
CMP0243,Engine,3.8578435376266174,79.94618682162941,131.36885290071615,4119,188,M006,2025-02-18 20:45:11,2024-02-19 20:45:11
CMP0244,Gear,1.6361960432954494,99.95006720304605,65.48975356854285,633,499,M018,2025-06-03 02:02:33,2025-04-16 02:02:33
CMP0245,Gear,5.0,96.36612755814099,300.0,4167,50,M015,2025-08-18 05:14:27,2024-09-07 05:14:27
CMP0246,Gear,3.6539296665538026,81.43219550157833,291.7171340661748,3511,50,M008,2025-07-30 16:19:23,2024-11-05 16:19:23
CMP0247,Hydraulic Cylinder,4.201310777134691,100.0,197.3471065679298,2837,200,M006,2025-06-28 00:15:48,2024-12-24 00:15:48
CMP0248,Gear,3.4386470589907563,100.0,115.02921906830437,4067,50,M003,2025-04-14 13:23:06,2024-05-18 13:23:06
CMP0249,Engine,1.90854391525426,82.44513879874326,109.35810550702934,385,855,M012,2025-04-09 05:23:06,2025-03-11 05:23:06
CMP0250,Hydraulic Cylinder,1.5825682778208214,41.6350410379172,137.99188838225962,658,796,M011,2025-04-04 05:01:00,2025-02-12 05:01:00
CMP0251,Gear,1.5589651833539175,100.0,270.1561090486145,1888,208,M016,2025-03-27 23:13:21,2024-10-03 23:13:21
CMP0252,Engine,4.367324202302007,80.24578943674655,59.917322106198284,2454,482,M011,2025-02-26 12:28:01,2024-04-08 12:28:01
CMP0253,Gear,3.5352812728688336,69.12405897013672,141.07959324522272,1544,318,M005,2025-03-08 03:55:42,2024-09-27 03:55:42
CMP0254,Hydraulic Cylinder,1.3313077359116632,70.30630728395218,288.36154089995614,2999,383,M010,2025-02-14 05:44:02,2024-05-31 05:44:02
CMP0255,Engine,4.767462275897262,68.29103259220655,272.6681921489957,3914,189,M004,2025-09-08 03:55:57,2024-09-08 03:55:57
CMP0256,Hydraulic Cylinder,2.6863534920593573,66.63929708001247,79.73545688847491,3401,378,M009,2025-07-11 08:26:59,2024-09-29 08:26:59
CMP0257,Hydraulic Cylinder,1.5841780904661857,52.295860359441996,198.077681702731,2131,570,M005,2025-05-14 10:23:52,2024-10-18 10:23:52
CMP0258,Engine,3.907292402296979,50.213334828182035,279.895734355951,2639,438,M010,2025-01-20 08:48:07,2024-05-13 08:48:07
CMP0259,Engine,3.829325173814115,67.68163149758253,99.6340311068644,1527,546,M002,2025-02-25 21:50:04,2024-11-22 21:50:04
CMP0260,Engine,2.5456990116570815,76.08002570420302,232.7682905434517,558,647,M009,2025-07-30 10:18:35,2025-07-02 10:18:35
CMP0261,Hydraulic Cylinder,4.894328799617137,84.22033517147435,275.9284327001109,1647,231,M011,2025-06-07 23:12:17,2025-02-07 23:12:17
CMP0262,Engine,1.4082251474578875,61.771154450435205,257.98760572276194,3555,498,M019,2025-07-11 04:13:07,2024-07-11 04:13:07
CMP0263,Engine,3.192646251301393,51.888148219018206,232.65215194497213,4031,343,M011,2025-06-23 20:10:50,2024-06-23 20:10:50
CMP0264,Hydraulic Cylinder,1.7821693917893047,64.45807830628468,162.2516214017699,703,744,M016,2025-03-09 00:46:06,2024-12-30 00:46:06
CMP0265,Gear,5.0,55.9663919926771,258.40502848398415,4881,50,M009,2025-04-03 00:26:07,2024-04-30 00:26:07
CMP0266,Hydraulic Cylinder,3.802080740946154,87.00950507051813,264.7551886631233,2561,235,M003,2025-08-30 09:29:21,2025-04-09 09:29:21
CMP0267,Engine,2.0142363831056924,80.63189938066772,255.51625798277948,3125,355,M005,2025-02-25 00:26:39,2024-07-13 00:26:39
CMP0268,Hydraulic Cylinder,1.6318456136586987,93.28630777276828,271.7835243859236,1056,453,M003,2025-08-08 11:43:22,2025-06-04 11:43:22
CMP0269,Engine,1.9514442171286497,64.80903938081187,79.8235183223118,2694,606,M020,2025-03-03 18:32:37,2024-04-12 18:32:37
CMP0270,Hydraulic Cylinder,3.098223431653887,89.9719553430034,123.17212407779355,3062,342,M005,2025-03-25 17:00:28,2024-06-15 17:00:28
CMP0271,Engine,3.726472990746714,48.23512543620062,267.3313160497957,98,763,M019,2025-06-03 04:50:19,2025-06-02 04:50:19
CMP0272,Engine,3.209743204906941,93.67793012952035,248.95792802894684,2520,353,M003,2025-08-04 02:44:33,2025-01-29 02:44:33
CMP0273,Engine,4.728789363712576,99.20003884722362,141.5755928158723,3634,154,M012,2025-01-23 10:22:20,2024-02-26 10:22:20
CMP0274,Hydraulic Cylinder,2.564342847272499,62.71618235106963,162.1568918520192,1047,637,M006,2025-08-25 17:23:02,2025-06-18 17:23:02
CMP0275,Gear,2.719116593053326,67.74529108323681,91.30853171136006,3647,76,M011,2025-02-17 13:00:30,2024-06-24 13:00:30
CMP0276,Hydraulic Cylinder,1.1398107619190299,58.1806422948059,213.53634694595095,550,847,M005,2025-06-21 16:18:46,2025-05-11 16:18:46
CMP0277,Engine,3.0116271929564307,56.30740070281378,290.0706737411739,4438,257,M016,2025-05-18 04:23:55,2024-05-18 04:23:55
CMP0278,Engine,1.3728991473636813,100.0,215.30274286579944,3877,185,M006,2025-04-06 08:32:34,2024-08-08 08:32:34
CMP0279,Hydraulic Cylinder,1.9115683267359411,82.87150746018943,195.88021268370153,3411,229,M019,2025-06-08 02:24:30,2024-12-05 02:24:30
CMP0280,Gear,5.0,57.42774922290423,226.02419117555235,2178,143,M002,2025-03-19 00:39:48,2024-09-21 00:39:48
CMP0281,Gear,4.222667500781798,65.652197527484,97.76565545226516,4988,50,M008,2025-01-04 22:14:19,2024-01-13 22:14:19
CMP0282,Hydraulic Cylinder,3.6962181886509526,45.73917541671417,280.25220659207355,1556,511,M019,2025-07-07 09:52:14,2025-03-10 09:52:14
CMP0283,Gear,5.0,47.40366183059228,208.65602735886716,1610,349,M004,2025-05-26 08:32:52,2025-01-10 08:32:52
CMP0284,Hydraulic Cylinder,1.1405093041411383,62.07373285987463,108.56374217409542,2968,552,M016,2025-02-06 23:31:19,2024-06-20 23:31:19
CMP0285,Hydraulic Cylinder,3.241153461103904,92.92969427381006,102.41883488225697,1909,412,M006,2025-01-21 12:17:33,2024-08-16 12:17:33
CMP0286,Hydraulic Cylinder,2.0928742593963032,56.708122756149834,127.3330183688084,4662,211,M014,2025-07-08 04:29:44,2024-07-08 04:29:44
CMP0287,Engine,4.848282846608875,95.39075346202156,265.14839982887764,4717,50,M006,2025-05-01 23:13:22,2024-05-22 23:13:22
CMP0288,Gear,4.987302333666734,87.80663341959699,241.48868832601605,413,348,M008,2025-08-28 02:33:50,2025-07-06 02:33:50
CMP0289,Hydraulic Cylinder,1.2328481682294024,48.29644388075124,233.30824482420576,3043,421,M020,2025-06-02 01:44:16,2024-10-21 01:44:16
CMP0290,Gear,5.0,46.585153855547894,296.5135000324142,750,382,M005,2025-03-25 16:40:35,2025-01-02 16:40:35
CMP0291,Gear,1.1178933620285765,98.24176285518335,84.47359476895458,3687,157,M015,2025-07-19 18:06:43,2024-09-08 18:06:43
CMP0292,Gear,1.2870837023754778,100.0,78.54952808188656,1230,429,M011,2025-08-14 20:20:54,2025-03-22 20:20:54
CMP0293,Engine,3.874568099089473,58.01406895361087,66.6566017114749,3825,395,M016,2025-09-07 23:00:28,2024-09-07 23:00:28
CMP0294,Gear,3.15988988366114,79.18185982404908,300.0,2898,92,M001,2025-01-16 19:00:17,2024-03-17 19:00:17
CMP0295,Hydraulic Cylinder,2.6784338925691884,45.953487339898224,244.07022437020916,3471,404,M004,2025-06-07 13:39:38,2024-09-16 13:39:38
CMP0296,Engine,4.678761048517333,50.73592447617414,94.5222337201861,4281,248,M009,2025-08-26 19:08:19,2025-01-07 19:08:19
CMP0297,Hydraulic Cylinder,4.739329011698821,46.51641849233906,149.60109714178083,3088,330,M005,2025-03-05 06:59:03,2024-06-21 06:59:03
CMP0298,Hydraulic Cylinder,5.0,79.0969466724128,89.08571843887142,4237,115,M020,2025-05-08 13:23:09,2024-06-28 13:23:09
CMP0299,Gear,4.385880687654311,82.48789317862708,292.49597024013366,1507,120,M008,2025-02-06 02:44:02,2024-09-26 02:44:02
CMP0300,Hydraulic Cylinder,2.6872710832396,80.60531083701468,215.70882184621277,3588,246,M018,2025-06-16 07:16:21,2024-09-02 07:16:21
CMP0301,Hydraulic Cylinder,3.2685306121637003,44.13250135188916,192.2827106428038,2407,379,M002,2025-06-12 10:54:22,2024-10-31 10:54:22
CMP0302,Hydraulic Cylinder,4.7268918952554015,61.850623108508074,139.83406586135686,837,591,M011,2025-01-29 17:41:27,2024-11-17 17:41:27
CMP0303,Gear,3.900664560906043,59.418986571160936,136.79143290843228,1058,398,M012,2025-07-04 16:12:38,2025-03-13 16:12:38
CMP0304,Hydraulic Cylinder,4.506002319723207,82.75167204554657,187.16138187828386,2397,262,M006,2025-08-17 01:28:20,2025-02-28 01:28:20
CMP0305,Engine,0.797684604598131,64.7446348297397,174.7601349278889,2537,625,M014,2025-09-11 19:11:48,2025-04-17 19:11:48
CMP0306,Gear,5.0,80.93730295606973,174.97959637862067,4912,50,M020,2025-04-25 01:05:59,2024-06-11 01:05:59
CMP0307,Engine,4.964450286016133,86.88333348713644,175.16599300462,4939,50,M001,2025-04-23 09:05:23,2024-06-05 09:05:23
CMP0308,Hydraulic Cylinder,2.7694248673419093,70.16131367057741,247.92511993402775,3884,233,M006,2025-07-21 10:40:52,2024-07-21 10:40:52
CMP0309,Gear,5.0,72.27398574273097,293.11635143042116,2668,50,M020,2025-03-08 14:29:07,2024-04-12 14:29:07
CMP0310,Hydraulic Cylinder,3.2117950707003278,94.89575998264463,187.37774781314087,1576,427,M020,2025-05-15 22:04:09,2024-12-15 22:04:09
CMP0311,Engine,1.064309602001665,67.43014305878593,196.68602726817969,1196,742,M001,2025-04-21 17:30:51,2025-01-24 17:30:51
CMP0312,Gear,4.688282460577652,54.97583277266808,287.31425410166975,135,493,M014,2025-06-12 05:08:20,2025-05-13 05:08:20
CMP0313,Engine,2.450078939355146,89.86807539116056,212.87516069172526,336,677,M003,2025-05-24 18:44:49,2025-05-05 18:44:49
CMP0314,Hydraulic Cylinder,0.6956167865175538,67.99143369925928,235.25356320456035,3162,378,M004,2025-03-29 13:41:05,2024-08-03 13:41:05
CMP0315,Engine,0.9136327614792472,86.20389274230682,148.08256047154993,2509,524,M002,2025-03-07 16:32:24,2024-09-25 16:32:24
CMP0316,Gear,5.0,48.819711125531384,61.48555155500476,1043,434,M001,2025-04-09 06:58:23,2024-12-09 06:58:23
CMP0317,Engine,3.7957286993339068,80.96803791897653,209.98659431560299,2907,365,M012,2025-07-22 13:34:09,2024-09-11 13:34:09
CMP0318,Engine,2.6782127855185633,74.75384918546774,240.41367566186113,1159,613,M019,2025-01-28 10:08:51,2024-09-22 10:08:51
CMP0319,Gear,5.0,100.0,86.99732261602065,2350,67,M003,2025-05-23 17:25:25,2024-12-19 17:25:25
CMP0320,Engine,0.8858587628853254,95.75452267086789,206.49410126340706,2072,549,M018,2025-08-11 07:01:37,2025-04-20 07:01:37
CMP0321,Hydraulic Cylinder,3.2111455648579077,42.55343658818774,179.85165246902295,1725,573,M012,2025-03-02 07:21:33,2024-11-10 07:21:33
CMP0322,Hydraulic Cylinder,0.3326676875417114,74.24315668287475,109.91383900664667,829,753,M020,2025-08-05 18:33:22,2025-06-04 18:33:22
CMP0323,Gear,3.0266516320254886,100.0,194.78450838562998,2948,67,M020,2025-09-07 03:14:15,2024-11-12 03:14:15
CMP0324,Hydraulic Cylinder,3.9025848497370985,85.95209298418594,76.40437936299217,462,542,M007,2025-07-17 12:27:35,2025-06-08 12:27:35
CMP0325,Engine,1.473191904981487,95.45543586312604,219.42831627026266,4753,141,M018,2025-02-14 22:31:22,2024-04-14 22:31:22
CMP0326,Hydraulic Cylinder,3.8359333498536765,49.629694674264165,261.66498013480924,418,636,M013,2025-08-02 00:08:25,2025-06-28 00:08:25
CMP0327,Gear,3.2121715353403664,88.18145323604493,253.94373019415767,622,397,M007,2025-07-09 03:59:55,2025-05-10 03:59:55
CMP0328,Engine,2.319761807203033,58.88782269791371,172.2717360626724,1621,687,M001,2025-07-27 19:04:52,2025-04-23 19:04:52
CMP0329,Engine,3.3135946524451767,54.88958214702728,149.84656062739197,3338,343,M018,2025-01-20 10:31:34,2024-05-02 10:31:34
CMP0330,Engine,1.9402432080438987,68.63464279111068,171.7852035287243,4622,327,M017,2025-02-28 08:04:30,2024-02-29 08:04:30
CMP0331,Engine,2.9310435524694425,84.18348260799046,213.68813477865726,2366,365,M011,2025-09-11 08:45:59,2025-02-02 08:45:59
CMP0332,Engine,3.90185476647798,53.46702423303117,101.41569648805122,4918,232,M003,2025-05-18 18:52:22,2024-05-18 18:52:22
CMP0333,Engine,0.383103410985407,45.86201604751331,115.89526740972978,1463,810,M008,2025-07-24 05:44:23,2025-03-26 05:44:23
CMP0334,Gear,1.3424215805306443,69.15848185771637,100.7376001460516,4799,130,M015,2025-07-28 03:13:38,2024-09-25 03:13:38
CMP0335,Engine,2.3038787582768916,89.70188401324506,199.58921035011676,2815,406,M014,2025-01-02 01:47:26,2024-05-26 01:47:26
CMP0336,Gear,0.5224899366810456,63.40595636989193,123.45336819336828,457,642,M020,2025-03-31 18:35:40,2025-02-08 18:35:40
CMP0337,Engine,3.329750978974933,90.2570272966925,169.7303982723764,2219,461,M001,2025-04-25 17:00:26,2024-11-11 17:00:26
CMP0338,Hydraulic Cylinder,3.600297684073741,62.89069079819833,138.92387814663988,542,700,M018,2025-04-25 15:08:10,2025-03-14 15:08:10
CMP0339,Engine,3.6941538841461776,49.709892003193524,264.4651793681856,3051,367,M001,2025-01-14 13:38:32,2024-03-06 13:38:32
CMP0340,Gear,2.9415207154288803,66.22765571740261,191.22816583464504,3257,167,M008,2025-04-28 05:38:27,2024-08-26 05:38:27
CMP0341,Gear,0.6325855549977589,61.62455239949317,218.9158085413269,2426,427,M013,2025-02-22 05:48:05,2024-09-23 05:48:05
CMP0342,Gear,3.9196209698183497,96.79965080151702,300.0,2970,50,M007,2025-07-27 21:38:57,2024-11-12 21:38:57
CMP0343,Hydraulic Cylinder,4.563300855047162,63.98083125203634,250.54441126559374,4187,83,M007,2025-08-11 08:29:07,2024-11-22 08:29:07
CMP0344,Engine,0.5966401198026612,99.55003546328234,158.10408842046135,1157,604,M015,2025-07-10 05:39:02,2025-05-11 05:39:02
CMP0345,Hydraulic Cylinder,3.4787728751086298,99.37005780607495,263.97907741106553,3569,103,M017,2025-09-04 11:58:41,2024-11-26 11:58:41
CMP0346,Gear,5.0,100.0,132.29663939227197,3177,50,M014,2025-04-02 01:09:07,2024-04-02 01:09:07
CMP0347,Hydraulic Cylinder,3.664981247999055,74.30535874954619,205.62851182823724,4661,70,M012,2025-04-02 02:15:49,2024-04-02 02:15:49
CMP0348,Hydraulic Cylinder,1.8306501306233944,96.06809647478683,228.53513654943686,341,612,M009,2025-04-16 02:45:01,2025-03-14 02:45:01
CMP0349,Engine,1.7582362254133261,50.88788917155193,272.078316309485,3071,441,M017,2025-01-25 13:18:05,2024-07-12 13:18:05
CMP0350,Engine,2.290979291736872,93.6938853200908,107.63480578138815,432,718,M003,2025-04-02 05:09:35,2025-02-16 05:09:35
CMP0351,Engine,3.791953600921,50.43754042301808,115.56888435632959,1888,537,M003,2025-09-12 04:38:00,2025-04-15 04:38:00
CMP0352,Engine,4.95493157808225,88.0557101324205,202.24523122284998,4595,50,M011,2025-08-15 19:51:50,2024-08-15 19:51:50
CMP0353,Gear,5.0,95.84206276241788,83.97201430980596,3679,50,M016,2025-05-17 11:33:17,2024-09-22 11:33:17
CMP0354,Hydraulic Cylinder,2.548082365347751,97.72003164520626,270.10923807006566,2007,330,M006,2025-09-08 21:25:34,2025-04-03 21:25:34
CMP0355,Hydraulic Cylinder,1.5446855042296304,58.27947323118993,119.61557883277166,4247,327,M011,2025-05-21 12:13:46,2024-08-20 12:13:46
CMP0356,Hydraulic Cylinder,2.2744844044817603,73.23692137239762,130.3413723899461,2917,452,M002,2025-01-13 18:08:06,2024-05-24 18:08:06
CMP0357,Engine,0.9463872396249463,57.71226148973935,87.52018654290445,1648,711,M013,2025-07-10 02:25:17,2025-02-18 02:25:17
CMP0358,Engine,3.119301650417836,80.12112217715837,62.3580586174825,1749,644,M011,2025-01-22 20:13:32,2024-09-10 20:13:32
CMP0359,Gear,3.423964284176855,46.517955827925384,300.0,292,471,M019,2025-07-31 01:39:05,2025-06-11 01:39:05
CMP0360,Gear,0.9033179615257346,90.63691847559916,300.0,2495,216,M011,2025-08-18 06:17:36,2024-12-14 06:17:36
CMP0361,Engine,1.9183425835841337,84.39046552109593,232.21203491303677,3712,302,M005,2025-04-08 13:10:58,2024-04-08 13:10:58
CMP0362,Hydraulic Cylinder,2.729597056369377,79.83578363587887,225.43728430849146,3586,167,M019,2025-02-20 23:58:02,2024-07-12 23:58:02
CMP0363,Engine,2.15139101611785,82.98524123106051,80.93709502855866,1128,708,M016,2025-07-20 07:26:08,2025-04-12 07:26:08
CMP0364,Hydraulic Cylinder,0.5185336345480395,44.78835492585353,97.70032474753896,2020,679,M002,2025-04-30 11:32:45,2024-09-26 11:32:45
CMP0365,Hydraulic Cylinder,4.433778661879854,66.5020796973408,101.54808802911268,3405,275,M017,2025-07-19 10:06:58,2024-08-14 10:06:58
CMP0366,Gear,5.0,56.16180455071949,289.93187820982854,2847,84,M009,2025-05-09 22:07:10,2024-08-13 22:07:10
CMP0367,Engine,4.202541912953828,98.7244713880294,94.93569363500575,2088,447,M005,2025-03-02 20:38:41,2024-09-21 20:38:41
CMP0368,Gear,1.1258282819951362,49.8796555491735,263.37614630173874,135,655,M015,2025-04-25 02:38:57,2025-03-23 02:38:57
CMP0369,Engine,1.2345832970969797,49.818121376889955,281.9351848746921,2675,609,M016,2025-02-18 07:11:46,2024-06-19 07:11:46
CMP0370,Engine,3.5130374976233196,71.89565505179729,253.4133306300813,1977,493,M009,2025-01-18 07:29:31,2024-06-11 07:29:31
CMP0371,Engine,0.7567975186611122,52.29480220423598,165.7172134460625,1632,683,M002,2025-03-02 20:15:55,2024-11-05 20:15:55
CMP0372,Hydraulic Cylinder,0.4560839247237357,92.84172908591557,91.84827273892958,569,729,M004,2025-08-14 13:47:14,2025-06-20 13:47:14
CMP0373,Gear,5.0,97.67856468932176,300.0,2010,50,M019,2025-01-27 18:56:21,2024-08-29 18:56:21
CMP0374,Engine,1.6392567224975478,53.41860672508059,146.23225956302088,713,824,M010,2025-06-19 07:54:48,2025-03-28 07:54:48
CMP0375,Engine,1.1484342190536962,74.28923994942726,156.68423449516877,1750,626,M013,2025-07-12 10:02:06,2024-12-21 10:02:06
CMP0376,Hydraulic Cylinder,5.0,67.4895232546102,75.90589629577441,4671,90,M016,2025-02-14 10:39:17,2024-03-28 10:39:17
CMP0377,Gear,4.915881640629865,100.0,212.67003045416334,2952,50,M008,2025-06-27 10:18:46,2024-08-21 10:18:46
CMP0378,Engine,3.0736143698252034,60.21322878768977,257.03769991260174,1446,543,M007,2025-09-10 06:18:19,2025-05-24 06:18:19
CMP0379,Hydraulic Cylinder,2.9602212924065716,94.18333146372666,252.15171014780614,4784,50,M012,2025-04-16 04:33:26,2024-04-16 04:33:26
CMP0380,Hydraulic Cylinder,0.7898655728711672,93.47273530423135,213.28092127331345,620,640,M008,2025-01-16 18:25:12,2024-11-13 18:25:12
CMP0381,Engine,3.0435730563603136,54.72253868354424,232.92361685139966,3466,340,M003,2025-09-13 06:00:37,2024-10-22 06:00:37
CMP0382,Engine,1.7107917805812494,100.0,138.61946307865054,3893,357,M013,2025-02-23 09:22:43,2024-04-11 09:22:43
CMP0383,Engine,4.069262084511363,93.7012054920912,140.68588804565928,2243,466,M009,2025-06-22 07:52:48,2024-11-19 07:52:48
CMP0384,Engine,3.3654435991074787,50.38147330923074,156.92247278121036,4418,297,M003,2025-05-21 00:15:51,2024-08-01 00:15:51
CMP0385,Gear,5.0,93.33485210352978,296.4697150206772,1564,83,M011,2025-09-01 17:00:33,2025-04-12 17:00:33
CMP0386,Engine,2.9988187499574868,72.75310546512048,190.18704492630675,1340,585,M001,2025-09-05 16:12:51,2025-06-13 16:12:51
CMP0387,Hydraulic Cylinder,4.542889188861644,82.75304462134285,267.2383482328464,2566,199,M017,2025-03-17 23:47:46,2024-08-25 23:47:46
CMP0388,Engine,1.3623109981861323,71.38957828873464,134.9128365948321,1483,741,M012,2025-06-05 12:42:08,2025-01-17 12:42:08
CMP0389,Hydraulic Cylinder,1.1645221102777557,79.9756854288792,295.3083386076396,4912,85,M015,2025-06-08 18:16:54,2024-09-17 18:16:54
CMP0390,Engine,0.9976190093429734,45.66262532233107,147.73323343728129,2713,602,M019,2025-05-01 20:32:57,2024-11-21 20:32:57
CMP0391,Gear,2.345293628998159,100.0,300.0,4940,50,M014,2025-07-26 19:24:40,2024-07-26 19:24:40
CMP0392,Engine,2.7476550312501162,59.01622878067282,214.39424923375245,4949,290,M004,2025-07-06 19:43:18,2024-07-06 19:43:18
CMP0393,Hydraulic Cylinder,1.071945804550475,58.18610844674132,274.58750722865466,169,822,M009,2025-06-22 17:08:24,2025-06-01 17:08:24
CMP0394,Hydraulic Cylinder,4.030787758466447,90.38913374824361,108.98955738238514,2959,300,M015,2025-08-04 06:41:45,2024-08-15 06:41:45
CMP0395,Hydraulic Cylinder,2.587145355545087,72.3212469425282,77.97939246099529,94,779,M015,2025-05-05 14:49:46,2025-04-27 14:49:46
